time_s,Cs1_pF,Cs2_pF,lambda,innovation_scalar,local_ls_Cs1_pF,local_ls_Cs2_pF,E_in,E_quad,base_in,base_in_candidate,base_in_increment_candidate,base_in_increment_applied,evidence_ratio_base,evidence_ratio_quad,evidence_background_excess,evidence_phase_weight,fault_evidence_score,update_weight,delta_c_local_1,delta_c_local_2,delta_c_m2_raw_1,delta_c_m2_raw_2,delta_c_raw_1,delta_c_raw_2,delta_c_after_rate_1,delta_c_after_rate_2,delta_c_applied_1,delta_c_applied_2,delta_c_suppressed_1,delta_c_suppressed_2,delta_c_information_suppressed_1,delta_c_information_suppressed_2,delta_c_rate_suppressed_1,delta_c_rate_suppressed_2,delta_c_projection_suppressed_1,delta_c_projection_suppressed_2,J_increment_norm_raw,J_increment_norm_applied,h_increment_norm_raw,h_increment_norm_applied,rate_limit_active,projection_active,m4_evidence_valid,fault_direction_candidate_1,fault_direction_candidate_2,direction_candidate_valid,cos_local_fault,cos_raw_fault,delta_c_parallel_1,delta_c_parallel_2,delta_c_perpendicular_1,delta_c_perpendicular_2,R_condition_number,J_11,J_12,J_21,J_22,h_1,h_2,J_increment_raw_11,J_increment_raw_12,J_increment_raw_21,J_increment_raw_22,J_increment_applied_11,J_increment_applied_12,J_increment_applied_21,J_increment_applied_22,h_increment_raw_1,h_increment_raw_2,h_increment_applied_1,h_increment_applied_2,forced_update_weight_active,direction_diagnostics_enabled
0.71998,9.98364762509984,9.95048506729215,0.962204027538043,0.0147397629042503,9.9995364341569,9.90988730962164,0.000931938989960033,1.26526757910388e-05,0.000931938989960033,0.000931938989960033,0,0,0.999999999999762,73.6554864231738,0,1,0,1,0.0268447471393713,-0.0686358129030396,0.0109559380823079,-0.0280380552325319,0.0109559380823079,-0.0280380552325319,0.0109559380823079,-0.0280380552325319,0.0109559380823079,-0.0280380552325319,0,0,0,0,0,0,0,0,3.28381453356372e-06,3.28381453356372e-06,3.96392513117387e-05,3.96392513117387e-05,0,0,1,0.302700254075092,-0.953085807355703,1,0.997868573756655,0.997889254012966,0.00909282435883202,-0.0286297805453152,0.00186311372347586,0.000591725312783276,1.66666666666668,5.84532235794767e-06,1.45892507941809e-06,1.45892507941809e-06,5.84532235794765e-06,7.28756492586775e-05,7.27301817891048e-05,2.25265595082593e-06,5.6325847763765e-07,5.6325847763765e-07,2.25265595082593e-06,2.25265595082593e-06,5.6325847763765e-07,5.6325847763765e-07,2.25265595082593e-06,2.81096649502081e-05,2.7948470100208e-05,2.81096649502081e-05,2.7948470100208e-05,0,1
0.73998,10.013931588862,9.99871779457741,0.913219718735015,0.0367551825910045,10.081267445718,10.1061897775771,0.000929365201535574,1.09119320914034e-05,0.000931900383133666,0.000931900383133666,-3.86068263668812e-08,-3.86068263668812e-08,0.997238243648557,85.1696284151947,0,1,0,1,0.0976198206181564,0.155704710284985,0.0302839637622103,0.0482327272852601,0.0302839637622103,0.0482327272852601,0.0302839637622103,0.0482327272852601,0.0302839637622103,0.0482327272852601,0,0,0,0,0,0,0,0,2.74234723226484e-06,2.74234723226484e-06,3.36845227384086e-05,3.36845227384086e-05,0,0,1,0.42909056040233,-0.903261474310518,1,-0.537362710084083,-0.536807770191733,-0.0131182430210622,0.0276146916875964,0.0434022067832726,0.0206180355976636,1.66666666666669,7.72650791105497e-06,1.92943021853529e-06,1.92943021853529e-06,7.72650791105495e-06,9.66655512947289e-05,9.65773542258832e-05,1.8811855531073e-06,4.70505139117195e-07,4.70505139117195e-07,1.8811855531073e-06,1.8811855531073e-06,4.70505139117195e-07,4.70505139117195e-07,1.8811855531073e-06,2.37899020360514e-05,2.38471724367784e-05,2.37899020360514e-05,2.38471724367784e-05,0,1
0.75998,9.98550675737033,9.99554651934988,0.943006065150056,0.0233680606067166,9.89784012391056,9.98551066853133,0.000932676331549174,1.37841897824205e-05,0.000931911942154581,0.000931912022359898,1.16392262325578e-08,1.15590209148015e-08,1.00083265167536,67.6627604709583,0.00693876396134126,1,0.00693876396134126,0.993109050709257,-0.116091464951488,-0.0132071260460744,-0.0285823517626476,-0.0031888375497644,-0.0284248314917122,-0.00317127522752436,-0.0284248314917122,-0.00317127522752436,-0.0284248314917122,-0.00317127522752436,-0.000157520270935407,-1.7562322240039e-05,-0.000157520270935407,-1.7562322240039e-05,0,0,0,0,2.83983340757917e-06,2.82026425957338e-06,3.41896244249727e-05,3.39540254567906e-05,0,0,1,0.872578073195597,-0.48847467301617,1,-0.811770577124592,-0.813036016940325,-0.0202907534367074,0.0113588909172894,-0.00813407805500478,-0.0145301661448138,1.66666666666668,9.66116397221447e-06,2.41321857301722e-06,2.41321857301722e-06,9.66116397221444e-06,0.000120594055187239,0.000120666823837864,1.94808018291426e-06,4.87145247680924e-07,4.87145247680924e-07,1.94808018291426e-06,1.9346560611595e-06,4.83788354481929e-07,4.83788354481929e-07,1.93465606115949e-06,2.40945381329681e-05,2.42566207555717e-05,2.39285038925099e-05,2.40894696119803e-05,0,1
0.77998,9.96475646191622,10.0008036974023,0.946134284966589,0.0219621191161396,9.87896960679297,10.0221585927122,0.000939974919795803,9.98041909563783e-06,0.000932024753075612,0.000932032886819199,1.20944664618278e-07,1.12810921031633e-07,1.00865208103499,94.1819086721246,0.0721006752916031,1,0.0721006752916031,0.932748223228203,-0.106537150577363,0.0266120733623634,-0.0220040282239538,0.00557487286127945,-0.0207502954541177,0.00525717805246551,-0.0207502954541177,0.00525717805246551,-0.0207502954541177,0.00525717805246551,-0.00125373276983609,0.00031769480881394,-0.00125373276983609,0.00031769480881394,0,0,0,0,2.72314933945737e-06,2.54001270796392e-06,3.28259524218406e-05,3.06183487972454e-05,0,0,1,-0.0384245302495348,0.999261505050151,1,0.279445351182789,0.282661096485962,-0.000232492077842579,0.00604614765902116,-0.0205178033762751,-0.000788969606555657,1.66666666666668,1.14035738121188e-05,2.84892515790404e-06,2.84892515790404e-06,1.14035738121188e-05,0.000142126373561685,0.000142434748600948,1.86803876599615e-06,4.67121323886159e-07,4.67121323886159e-07,1.86803876599615e-06,1.74240983990431e-06,4.35706584886821e-07,4.35706584886821e-07,1.74240983990431e-06,2.30848130698371e-05,2.33374068381992e-05,2.15323183744458e-05,2.1767924763084e-05,0,1
0.79998,10.0643450625365,10.0251405678553,0.779700586127529,0.0967637815157175,10.4348047880648,10.1154130618343,0.000927864485438865,1.52351667956002e-05,0.000931962349061061,0.000931962349061061,-6.24040145511982e-08,-6.24040145511982e-08,0.995536312074074,60.9028110997315,0,1,0,1,0.470048326148545,0.114609364431923,0.099588600620331,0.0243368704529523,0.099588600620331,0.0243368704529523,0.099588600620331,0.0243368704529523,0.099588600620331,0.0243368704529523,0,0,0,0,0,0,0,0,1.80256592079049e-07,1.80256592079049e-07,1.04547535899296e-06,1.04547535899296e-06,0,0,1,0.961972985207665,-0.273144605897044,1,0.869889240012289,0.869633364123183,0.0857637958397527,-0.0243519501847827,0.0138248047805783,0.048688820637735,1.66666666666668,1.12798174566721e-05,2.81841968330488e-06,2.81841968330488e-06,1.1279817456672e-05,0.000141780035065219,0.000141448306320767,-1.23756355446727e-07,-3.05054745991599e-08,-3.05054745991599e-08,-1.23756355446724e-07,-1.23756355446727e-07,-3.05054745991599e-08,-3.05054745991599e-08,-1.23756355446724e-07,-3.46338496465829e-07,-9.86442280180274e-07,-3.46338496465829e-07,-9.86442280180274e-07,0,1
0.81998,10.0355717326768,10.0391848863345,0.918636863995282,0.034320510563918,9.90995653163494,10.1000512991309,0.000932347036818805,8.07939157354582e-06,0.000931968099596936,0.000931968119377427,5.77031636622011e-09,5.75053587517291e-09,1.00041277177979,115.398174269204,0.00343976483160313,1,0.00343976483160313,0.996572026590774,-0.15438853090161,0.074910731275585,-0.0288608892971389,0.0140870582427759,-0.028773329859785,0.0140443184792183,-0.028773329859785,0.0140443184792183,-0.028773329859785,0.0140443184792183,-8.75594373539457e-05,4.27397635576199e-05,-8.75594373539457e-05,4.27397635576199e-05,0,0,0,0,2.14391321857394e-06,2.13656394106898e-06,2.59511589947841e-05,2.58621991118114e-05,0,0,1,-0.938535429823412,0.34518291812629,1,0.995072673596814,0.994838058372168,-0.0298948390037576,0.010994990105141,0.00112150914397258,0.00304932837407726,1.6666666666667,1.27454589442064e-05,3.18495449359741e-06,3.18495449359741e-06,1.27454589442064e-05,0.00015988331807343,0.000159917862006371,1.47068294957891e-06,3.67795603842539e-07,3.67795603842539e-07,1.47068294957892e-06,1.46564148753435e-06,3.66534810292536e-07,3.66534810292536e-07,1.46564148753436e-06,1.8165554044439e-05,1.8533086613706e-05,1.81032830082108e-05,1.84695556856034e-05,0,1
0.83998,9.99860183167404,10.0727429172222,0.869653302432655,0.0563355944122897,9.82672809920627,10.2282002738126,0.000931381858725111,7.34043685270497e-06,0.000931959305983859,0.000931959305983859,-8.79361307739874e-09,-8.79361307739874e-09,0.999370964658232,126.883709700972,0,1,0,1,-0.20884363347049,0.189015387478094,-0.0369699010027276,0.0335580308876366,-0.0369699010027276,0.0335580308876366,-0.0369699010027276,0.0335580308876366,-0.0369699010027276,0.0335580308876366,0,0,0,0,0,0,0,0,1.06000737688852e-06,1.06000737688852e-06,1.28736639410887e-05,1.28736639410887e-05,0,0,1,-0.785209987734676,0.619229581949787,1,0.997699692983653,0.997599817470133,-0.0391107291800258,0.0308433678356141,0.00214082817729819,0.00271466305202253,1.66666666666669,1.34725747332634e-05,3.36691726130835e-06,3.36691726130835e-06,1.34725747332634e-05,0.000168622002262273,0.00016937125409153,7.27115789057025e-07,1.8196276771094e-07,1.8196276771094e-07,7.27115789057025e-07,7.27115789057025e-07,1.8196276771094e-07,1.8196276771094e-07,7.27115789057025e-07,8.7386841888433e-06,9.45339208515902e-06,8.7386841888433e-06,9.45339208515902e-06,0,1
0.85998,10.0643522229143,10.016134642151,0.785354369644107,0.0942227552161316,10.3553779865342,9.76507594574788,0.000922800761679841,1.35004912128758e-05,0.000931821927819298,0.000931821927819298,-1.3737816456031e-07,-1.3737816456031e-07,0.990172806639267,68.3531248688612,0,1,0,1,0.356776154860196,-0.307666971474271,0.0657503912402593,-0.0566082750711825,0.0657503912402593,-0.0566082750711825,0.0657503912402593,-0.0566082750711825,0.0657503912402593,-0.0566082750711825,0,0,0,0,0,0,0,0,7.33713262154651e-07,7.33713262154651e-07,8.86385146818027e-06,8.86385146818027e-06,0,0,1,0.995965682002799,-0.0897349445461276,1,0.812850959713874,0.813317264688129,0.0702801925380712,-0.00633213502639267,-0.0045298012978119,-0.0502761400447898,1.66666666666668,1.29691897085397e-05,3.24133425125232e-06,3.24133425125232e-06,1.29691897085397e-05,0.00016299313998852,0.000162524081510596,-5.03385024723697e-07,-1.2558301005603e-07,-1.2558301005603e-07,-5.03385024723696e-07,-5.03385024723697e-07,-1.2558301005603e-07,-1.2558301005603e-07,-5.03385024723696e-07,-5.62886227375276e-06,-6.84717258093328e-06,-5.62886227375276e-06,-6.84717258093328e-06,0,1
0.87998,10.1009039120678,10.0088689063252,0.897686229776628,0.0437365259430884,10.2787668259842,9.9731407992238,0.000931806091418087,9.99606880383492e-06,0.00093182169027328,0.00093182169027328,-2.37546018229048e-10,-2.37546018229048e-10,0.999983004905808,93.2172546711471,0,1,0,1,0.214414603069882,-0.0429938429271708,0.0365516891534607,-0.00726573582579348,0.0365516891534607,-0.00726573582579348,0.0365516891534607,-0.00726573582579348,0.0365516891534607,-0.00726573582579348,0,0,0,0,0,0,0,0,1.54744828666112e-06,1.54744828666112e-06,1.92084955800988e-05,1.92084955800988e-05,0,0,1,0.999973214414512,-0.00731918393622003,1,0.981895727031983,0.982210874329582,0.0366029088953997,-0.000267910598948386,-5.12197419389598e-05,-0.0069978252268451,1.66666666666669,1.40307072841314e-05,3.50681219130619e-06,3.50681219130619e-06,1.40307072841314e-05,0.000176823059687638,0.000175854483738835,1.06151757559165e-06,2.65477940053863e-07,2.65477940053863e-07,1.06151757559165e-06,1.06151757559165e-06,2.65477940053863e-07,2.65477940053863e-07,1.06151757559165e-06,1.38299196991178e-05,1.33304022282385e-05,1.38299196991178e-05,1.33304022282385e-05,0,1
0.89998,10.095190691922,10.0191273009683,0.960349940938722,0.0155730602522596,10.0626314718811,10.0766791228318,0.000922772704924601,1.05433176798854e-05,0.00093168595549305,0.00093168595549305,-1.35734780230216e-07,-1.35734780230216e-07,0.990288930335754,87.5220431483006,0,1,0,1,-0.0382724401866366,0.0678102165066079,-0.00571322014579145,0.0102583946431167,-0.00571322014579145,0.0102583946431167,-0.00571322014579145,0.0102583946431167,-0.00571322014579145,0.0102583946431167,0,0,0,0,0,0,0,0,2.67077125474191e-06,2.67077125474191e-06,3.26297242467757e-05,3.26297242467757e-05,0,0,1,0.736628059743119,-0.676298086348826,1,-0.951033025174228,-0.949260030657502,-0.00821064120115474,0.00753818817867757,0.00249742105536328,0.00272020646443916,1.66666666666668,1.58628331830586e-05,3.96487794865773e-06,3.96487794865773e-06,1.58628331830586e-05,0.000199863952316597,0.000198958945889714,1.8321258989272e-06,4.5806575735154e-07,4.5806575735154e-07,1.8321258989272e-06,1.8321258989272e-06,4.5806575735154e-07,4.5806575735154e-07,1.8321258989272e-06,2.30408926289588e-05,2.31044621508793e-05,2.30408926289588e-05,2.31044621508793e-05,0,1
